playerID,week_num,resid
7553,1,-0.0018614303035793256
4054,1,-0.07721800779665111
8698,1,0.005856515272512297
7828,1,-0.05267235246103641
12517,1,-0.04028182088012944
5844,1,-0.03161335791510389
8500,1,-0.04964854685171516
5906,1,-0.05603583275236623
8110,1,0.0033134182975000925
7842,1,-0.05163221321373723
1339,1,-0.04059589099444416
10859,1,-0.08492734325023399
9480,1,-0.0667688871634855
8145,1,-0.04473799460593719
12518,1,0.26037077954100774
5973,1,-0.05406783875410315
7694,1,-0.04943360308536038
9484,1,0.25023900592026216
11597,1,-0.07963947289600992
8225,1,-0.06844659592547453
7535,1,-0.031611178394227224
8130,1,-0.055534458225034555
3214,1,-0.13011210712924104
4066,1,-0.0435920235206968
5022,1,0.036489543721907935
5133,1,0.09464838433551304
4993,1,-0.0942053274113901
6869,1,-0.0574412501270154
11371,1,1.9300001796348636
10214,1,-0.05969105904955896
4217,1,0.015619612405664896
10236,1,-0.0273448993790808
9481,1,-0.053073968355869194
6826,1,-0.13618295497518584
8849,1,-0.07592710702583716
12502,1,-0.0840410102521032
12498,1,-0.07863818610433393
11603,1,0.14122316643845534
7600,1,-0.03948722362221435
5857,1,-0.0008414484709593495
12521,1,-0.05700463342748163
5012,1,-0.06000441677679702
3202,1,-0.06364566944834849
11600,1,-0.07788897790165361
7602,1,-0.046987810203799274
5010,1,-0.07831036735087471
12506,1,0.2849745353080291
4144,1,0.044867956006775955
8249,1,-0.07060755065323421
9482,1,-0.030064060591507236
11716,1,-0.06258707167321109
10231,1,-0.0626882615274924
1466,1,-0.10285318560297085
8210,1,-0.03786546266112634
11604,1,-0.1494576135306538
5001,1,-0.06681723546858453
12658,1,-0.09595327663243358
4033,1,-0.08879324626502338
7002,1,-0.028481270691253613
11599,1,-0.0059876535321130575
6865,1,-2.0127464063497826
7553,2,-0.04280185405952164
4054,2,-0.058368516993794195
8698,2,-0.03255963596164868
7828,2,-0.10120703480820459
8111,2,-0.0525920525317245
5844,2,-0.09538770999153456
5906,2,-0.08818838988092015
8110,2,-0.007012092571343942
7842,2,-0.03439923783287213
1339,2,-0.024439235562830675
8177,2,-0.07124051201125559
10859,2,-0.05021446043369693
9480,2,-0.042966083572213876
8145,2,-0.03610355671809273
12518,2,-0.1374805878200025
3271,2,-0.032651601125867735
7694,2,-0.026811186542873067
9484,2,-0.11297021798701579
11597,2,-0.03771183331237271
11596,2,-0.055734529191498794
9479,2,1.9173920528340613
8130,2,-0.058575010280947026
3214,2,-0.08426931600026943
4066,2,-0.0761899554044283
12473,2,-0.0595237638714885
4993,2,-0.03657902545510172
6869,2,0.014420813247330244
10214,2,-0.03863873636550075
7891,2,-0.01737035504703144
11593,2,-0.051362462266011155
8181,2,-0.053585554233321675
10236,2,-0.05346489666398657
9481,2,-0.07266368652223765
6826,2,-0.07051339894748665
6001,2,-0.07012710792360854
12502,2,-0.03595117066029685
12498,2,-0.07221393977274504
11603,2,0.14807565273818213
7600,2,-0.056384089126011006
5857,2,-0.05255234016364252
12521,2,-0.08208117545644633
5012,2,0.1247159772927946
3202,2,-0.05522125504321629
11600,2,-0.004726382581720756
7602,2,-0.05644298716429774
5010,2,-0.05862689506924479
12506,2,-0.02439534074290961
4144,2,-0.0113485955258108
9482,2,-0.03653584382808894
10231,2,-0.10679157098607206
1466,2,-0.09872087614300007
8210,2,-0.05303001293239262
11604,2,-0.04494742779737493
5001,2,-0.05501719346971967
12658,2,-0.053556997959941954
4033,2,-0.05007188408945851
7002,2,-0.051208571286343485
12493,3,-0.04202054918776277
7553,3,-0.05812729688511187
8698,3,-0.0673849091905625
7828,3,-0.06113273344423309
12517,3,-0.12147524210960547
5844,3,-0.007882035276187693
8500,3,-0.016882731851119104
8110,3,0.11776275314983664
1339,3,-0.058497522502387156
10859,3,-0.025873385828970363
9480,3,-0.03381774139899285
12518,3,-0.08491762930195357
5973,3,-0.03735651764939618
7694,3,-0.05116801810828253
9484,3,-0.05629321393130393
11597,3,-0.07809135501956366
8225,3,-0.057399764694568756
7535,3,-0.05463093007088604
7946,3,-0.042405470036628756
8130,3,-0.028404496105594035
3214,3,-0.00393745608685947
3048,3,-0.05895333161047622
12473,3,-0.06507459852160236
5022,3,-0.09309060144119741
4189,3,-0.06561463358694031
4993,3,-0.08028037207837957
11371,3,-0.05817234814759287
10214,3,-0.05452121363920992
10236,3,-0.03893877446109428
12062,3,-0.055344108618932575
6826,3,-0.040490644865908365
6001,3,-0.04296853113770993
8849,3,-0.08527905044468254
7075,3,-0.03659264826199893
12502,3,-0.036726189521687935
12498,3,-0.023724707245277088
11603,3,-0.08421573610553335
7600,3,-0.07959104325689004
5857,3,-1.984504234505427
5012,3,-0.022970151163917762
3202,3,-0.07793769217627577
11600,3,-0.04284318010215182
12506,3,-0.047498951836666414
4144,3,-0.031303389923313496
8249,3,-0.07495921017423446
8127,3,-0.06989844153900471
11716,3,-0.04558831492424176
10871,3,-0.05406783875410315
10231,3,-0.05676591767322714
1466,3,-0.05021392898560162
8210,3,-0.06282631363973401
