feature,coef
rush_att,0.020044971593621674
rush_yd,0.09712938834866819
rush_td,6.050611846019051
rec_tgt,0.0571386431143749
rec,0.948413894575532
rec_yd,0.09955823280024956
rec_td,5.895835708521543
off_snp,-0.006490189799194704
ease_factor,0.349414759178315
