playerID,playerName,team,position,opponent,week_num,rec_tgt_roll,rush_att_roll,off_snp_roll,ease_roll
11633,Jamari Thrash,CLE,WR,PIT,6,2.3,,25.7,1.2
11633,Jamari Thrash,CLE,WR,MIA,7,2.0,,29.7,1.1
11633,Jamari Thrash,CLE,WR,NE,8,2.7,,28.3,1.2
11635,Ladd McConkey,LAC,WR,KC,1,9.0,,55.0,0.8
11635,Ladd McConkey,LAC,WR,LV,2,7.0,,49.0,1.0
11635,Ladd McConkey,LAC,WR,DEN,3,7.0,,59.3,0.9
11635,Ladd McConkey,LAC,WR,NYG,4,6.0,,60.3,1.0
11635,Ladd McConkey,LAC,WR,WAS,5,6.7,,63.7,0.9
11635,Ladd McConkey,LAC,WR,MIA,6,7.3,,52.0,1.0
11635,Ladd McConkey,LAC,WR,IND,7,10.3,,55.0,1.0
11635,Ladd McConkey,LAC,WR,MIN,8,11.3,,51.3,1.0
11635,Ladd McConkey,LAC,WR,TEN,9,10.3,,51.3,1.0
11637,Keon Coleman,BUF,WR,BAL,1,11.0,,75.0,1.2
11637,Keon Coleman,BUF,WR,NYJ,2,7.0,,56.5,1.1
11637,Keon Coleman,BUF,WR,MIA,3,6.0,,52.7,1.0
11637,Keon Coleman,BUF,WR,NO,4,3.7,,42.0,0.9
11637,Keon Coleman,BUF,WR,NE,5,5.0,,43.3,1.0
11637,Keon Coleman,BUF,WR,ATL,6,5.7,,44.7,1.0
11637,Keon Coleman,BUF,WR,CAR,8,5.7,,45.7,1.0
11637,Keon Coleman,BUF,WR,KC,9,4.0,,46.7,0.8
11638,Ricky Pearsall,SF,WR,SEA,1,7.0,,64.0,1.0
11638,Ricky Pearsall,SF,WR,NO,2,6.5,1.0,63.5,1.0
11638,Ricky Pearsall,SF,WR,ARI,3,8.0,1.0,63.3,1.0
11638,Ricky Pearsall,SF,WR,JAX,4,7.3,1.0,54.3,1.0
11643,Jaylen Wright,MIA,RB,ATL,8,1.0,9.0,11.0,1.0
11646,Jalen Coker,CAR,WR,BUF,8,4.0,,40.0,1.1
11646,Jalen Coker,CAR,WR,GB,9,2.5,,39.0,1.1
11647,Kimani Vidal,LAC,RB,WAS,5,1.0,4.0,14.0,1.0
11647,Kimani Vidal,LAC,RB,MIA,6,2.5,11.0,28.5,1.1
11647,Kimani Vidal,LAC,RB,IND,7,3.3,10.3,35.3,1.1
11647,Kimani Vidal,LAC,RB,MIN,8,3.7,16.7,48.7,1.0
11647,Kimani Vidal,LAC,RB,TEN,9,2.7,14.7,50.0,1.0
11650,Luke McCaffrey,WAS,WR,GB,2,1.0,,16.0,1.1
11650,Luke McCaffrey,WAS,WR,LV,3,2.0,,18.5,1.1
11650,Luke McCaffrey,WAS,WR,ATL,4,2.3,,19.3,1.0
11650,Luke McCaffrey,WAS,WR,LAC,5,2.7,,21.7,0.9
11650,Luke McCaffrey,WAS,WR,CHI,6,2.0,,23.0,1.0
11650,Luke McCaffrey,WAS,WR,KC,8,2.0,,25.0,1.0
11655,Tyrone Tracy,NYG,RB,WAS,1,5.0,10.0,50.0,1.0
11655,Tyrone Tracy,NYG,RB,DAL,2,5.0,7.5,39.0,1.1
11655,Tyrone Tracy,NYG,RB,KC,3,4.3,7.3,29.7,1.0
11655,Tyrone Tracy,NYG,RB,PHI,6,4.0,5.3,20.0,1.1
11655,Tyrone Tracy,NYG,RB,DEN,7,3.0,6.7,20.0,1.0
11655,Tyrone Tracy,NYG,RB,PHI,8,3.0,7.7,27.3,1.0
11655,Tyrone Tracy,NYG,RB,SF,9,3.5,8.0,28.7,1.0
1166,Kirk Cousins,ATL,QB,CAR,3,,,15.0,0.9
1166,Kirk Cousins,ATL,QB,MIA,8,,2.0,32.5,1.0
11716,Tip Reiman,ARI,TE,NO,1,1.0,,34.0,1.1
11716,Tip Reiman,ARI,TE,SF,3,2.0,,33.5,1.1
11762,Anthony Gould,IND,WR,LAC,7,1.0,,39.0,0.8
11783,Ryan Flournoy,DAL,WR,CHI,3,3.0,,24.0,1.3
11783,Ryan Flournoy,DAL,WR,GB,4,2.5,1.0,20.0,1.2
11783,Ryan Flournoy,DAL,WR,NYJ,5,4.7,1.5,24.7,1.1
11783,Ryan Flournoy,DAL,WR,CAR,6,5.7,1.3,29.3,1.0
11783,Ryan Flournoy,DAL,WR,DEN,8,5.7,1.5,35.3,0.9
11783,Ryan Flournoy,DAL,WR,ARI,9,3.3,1.0,39.0,0.9
11806,Casey Washington,ATL,WR,TB,1,6.0,,72.0,1.2
11806,Casey Washington,ATL,WR,WAS,4,4.5,,53.0,1.1
11806,Casey Washington,ATL,WR,SF,7,3.7,,39.0,1.1
11806,Casey Washington,ATL,WR,MIA,8,2.0,,16.3,1.0
11821,Tahj Washington,MIA,WR,BAL,9,2.0,,9.0,1.2
11834,Devaughn Vele,NO,WR,ARI,1,2.0,,17.0,1.1
11834,Devaughn Vele,NO,WR,SF,2,1.5,,20.5,1.0
11834,Devaughn Vele,NO,WR,NYG,5,1.7,,22.0,1.0
11834,Devaughn Vele,NO,WR,TB,8,2.7,,28.7,1.1
11959,Bryce Oliver,TEN,WR,DEN,1,1.0,,3.0,0.7
11994,Kameron Johnson,TB,WR,SEA,5,,1.0,7.0,1.0
11994,Kameron Johnson,TB,WR,SF,6,4.0,1.0,16.5,1.0
12048,George Holani,SEA,RB,PIT,2,,,,0.9
12048,George Holani,SEA,RB,NO,3,2.0,10.0,20.0,1.0
12048,George Holani,SEA,RB,WAS,9,2.0,6.5,11.5,1.0
12062,Cam Grandy,CIN,TE,MIN,3,1.0,,12.0,1.1
12171,British Brooks,HOU,RB,BAL,5,,2.0,11.0,1.2
1234,Russell Wilson,NYG,QB,WAS,1,,8.0,68.0,1.2
1234,Russell Wilson,NYG,QB,DAL,2,,5.5,66.0,1.3
1234,Russell Wilson,NYG,QB,KC,3,,5.3,65.0,1.2
1234,Russell Wilson,NYG,QB,LAC,4,,4.0,43.0,1.0
12357,David Martin-Robinson,TEN,TE,LV,6,1.0,,9.0,1.0
12374,Brenden Bates,CLE,TE,MIN,5,2.0,,13.0,1.1
12412,Terrell Jennings,NE,RB,TEN,7,,5.0,9.0,1.2
12412,Terrell Jennings,NE,RB,CLE,8,,3.5,7.0,1.0
12412,Terrell Jennings,NE,RB,ATL,9,1.0,6.0,10.3,1.0
12455,Brashard Smith,KC,RB,PHI,2,1.0,1.0,5.0,1.1
12455,Brashard Smith,KC,RB,NYG,3,1.0,1.5,6.5,1.2
12455,Brashard Smith,KC,RB,BAL,4,2.0,2.3,10.7,1.2
12455,Brashard Smith,KC,RB,JAX,5,2.7,2.3,11.0,1.2
12455,Brashard Smith,KC,RB,DET,6,3.7,2.5,10.3,1.0
12455,Brashard Smith,KC,RB,LV,7,4.0,7.5,13.3,0.9
12455,Brashard Smith,KC,RB,WAS,8,4.5,8.5,14.3,1.0
12455,Brashard Smith,KC,RB,BUF,9,3.0,6.7,16.3,1.1
12457,Jaydon Blue,DAL,RB,NYJ,5,,4.0,11.0,1.2
12457,Jaydon Blue,DAL,RB,WAS,7,1.0,5.5,13.0,1.1
12457,Jaydon Blue,DAL,RB,DEN,8,1.0,6.3,13.3,1.0
12469,Dylan Sampson,CLE,RB,CIN,1,8.0,12.0,33.0,1.6
12469,Dylan Sampson,CLE,RB,BAL,2,5.5,8.0,25.0,1.4
12469,Dylan Sampson,CLE,RB,GB,3,5.5,5.7,18.3,1.2
12469,Dylan Sampson,CLE,RB,DET,4,2.0,2.0,10.3,0.9
12469,Dylan Sampson,CLE,RB,MIN,5,1.5,1.0,7.0,0.8
12469,Dylan Sampson,CLE,RB,PIT,6,1.7,1.7,10.3,0.9
12469,Dylan Sampson,CLE,RB,MIA,7,1.7,2.3,10.3,1.0
12469,Dylan Sampson,CLE,RB,NE,8,3.0,3.0,16.3,1.0
12470,Riley Leonard,IND,QB,TEN,8,,1.0,6.0,0.9
12471,DJ Giddens,IND,RB,MIA,1,,12.0,18.0,1.2
12471,DJ Giddens,IND,RB,TEN,3,,6.5,13.0,1.2
12471,DJ Giddens,IND,RB,LV,5,1.0,6.0,11.7,1.2
12472,Raheim Sanders,CLE,RB,CIN,1,,3.0,3.0,1.6
12473,Mitchell Evans,CAR,TE,ARI,2,1.0,,6.0,1.2
12473,Mitchell Evans,CAR,TE,ATL,3,1.0,,13.0,0.9
12473,Mitchell Evans,CAR,TE,NE,4,2.0,,21.0,1.0
12473,Mitchell Evans,CAR,TE,MIA,5,2.0,,27.7,1.1
12473,Mitchell Evans,CAR,TE,DAL,6,2.0,,34.0,1.3
12473,Mitchell Evans,CAR,TE,NYJ,7,1.7,,32.0,1.2
12474,Woody Marks,HOU,RB,LAR,1,,3.0,7.0,0.7
12474,Woody Marks,HOU,RB,TB,2,1.0,3.0,10.0,0.8
12474,Woody Marks,HOU,RB,JAX,3,1.5,4.0,16.7,0.9
12474,Woody Marks,HOU,RB,TEN,4,2.7,8.7,27.7,1.1
12474,Woody Marks,HOU,RB,BAL,5,2.7,10.0,32.3,1.1
12474,Woody Marks,HOU,RB,SEA,7,3.7,11.3,38.3,1.1
12474,Woody Marks,HOU,RB,SF,8,3.3,9.3,35.7,1.1
12474,Woody Marks,HOU,RB,DEN,9,4.0,10.3,38.3,1.0
12476,Devin Neal,NO,RB,ARI,1,,2.0,7.0,0.9
12476,Devin Neal,NO,RB,CHI,7,,1.5,7.0,1.1
12476,Devin Neal,NO,RB,TB,8,3.0,1.5,15.7,1.1
12476,Devin Neal,NO,RB,LAR,9,2.0,2.0,18.7,1.0
12481,Cam Skattebo,NYG,RB,WAS,1,2.0,2.0,8.0,1.0
12481,Cam Skattebo,NYG,RB,DAL,2,2.5,6.5,21.5,1.1
12481,Cam Skattebo,NYG,RB,KC,3,4.3,7.7,27.3,1.0
12481,Cam Skattebo,NYG,RB,LAC,4,4.3,15.3,43.7,1.1
12481,Cam Skattebo,NYG,RB,NO,5,5.7,16.7,48.7,1.0
12481,Cam Skattebo,NYG,RB,PHI,6,3.7,19.7,52.0,1.0
12481,Cam Skattebo,NYG,RB,DEN,7,5.0,16.7,48.3,1.0
12481,Cam Skattebo,NYG,RB,PHI,8,3.3,12.7,35.3,1.0
12482,Savion Williams,GB,WR,DET,1,1.0,,3.0,1.1
12482,Savion Williams,GB,WR,WAS,2,1.0,2.0,7.0,1.0
12482,Savion Williams,GB,WR,CLE,3,1.0,2.0,6.7,1.1
12482,Savion Williams,GB,WR,DAL,4,3.0,1.7,9.0,1.3
12482,Savion Williams,GB,WR,CIN,6,3.0,1.3,7.7,1.3
12482,Savion Williams,GB,WR,PIT,8,2.0,1.0,9.7,1.3
12482,Savion Williams,GB,WR,CAR,9,1.5,1.0,12.7,1.1
12483,Jack Bech,LV,WR,NE,1,1.0,,4.0,1.2
12483,Jack Bech,LV,WR,WAS,3,1.0,,10.0,1.1
12483,Jack Bech,LV,WR,IND,5,2.3,,18.7,1.1
12483,Jack Bech,LV,WR,KC,7,2.7,,24.7,1.0
12484,Jayden Higgins,HOU,WR,LAR,1,3.0,,27.0,1.0
12484,Jayden Higgins,HOU,WR,TB,2,2.0,,24.0,1.1
12484,Jayden Higgins,HOU,WR,JAX,3,1.7,,25.3,1.0
12484,Jayden Higgins,HOU,WR,TEN,4,1.0,,26.7,1.0
12484,Jayden Higgins,HOU,WR,BAL,5,2.0,,32.7,1.0
12484,Jayden Higgins,HOU,WR,SF,8,4.3,,45.3,1.1
12484,Jayden Higgins,HOU,WR,DEN,9,4.3,,46.7,1.0
12485,Tez Johnson,TB,WR,PHI,4,1.0,1.0,23.0,0.9
12485,Tez Johnson,TB,WR,SEA,5,2.5,1.0,22.5,0.9
12485,Tez Johnson,TB,WR,SF,6,2.7,1.0,27.7,1.0
12485,Tez Johnson,TB,WR,DET,7,5.3,,35.7,1.0
12485,Tez Johnson,TB,WR,NO,8,6.0,,42.0,1.0
12486,Dillon Gabriel,CLE,QB,BAL,2,,,7.0,1.0
12486,Dillon Gabriel,CLE,QB,MIN,5,,2.0,38.5,1.0
12486,Dillon Gabriel,CLE,QB,PIT,6,,2.0,53.0,1.1
12486,Dillon Gabriel,CLE,QB,MIA,7,,3.0,68.7,1.1
12486,Dillon Gabriel,CLE,QB,NE,8,,2.5,63.3,1.2
12487,Terrance Ferguson,LAR,TE,SF,5,1.0,,4.0,1.1
12487,Terrance Ferguson,LAR,TE,JAX,7,2.0,,19.0,1.1
12487,Terrance Ferguson,LAR,TE,NO,9,2.3,,20.7,1.1
12489,RJ Harvey,DEN,RB,TEN,1,1.0,6.0,22.0,1.2
12489,RJ Harvey,DEN,RB,IND,2,1.5,5.5,20.5,1.1
12489,RJ Harvey,DEN,RB,LAC,3,2.0,4.3,18.7,1.1
12489,RJ Harvey,DEN,RB,CIN,4,3.3,7.0,22.3,1.2
12489,RJ Harvey,DEN,RB,PHI,5,3.7,6.7,21.0,1.2
12489,RJ Harvey,DEN,RB,NYJ,6,4.0,6.7,21.7,1.3
12489,RJ Harvey,DEN,RB,NYG,7,3.0,3.3,17.3,1.2
12489,RJ Harvey,DEN,RB,DAL,8,2.3,4.3,18.0,1.3
12489,RJ Harvey,DEN,RB,HOU,9,2.7,4.3,19.0,1.2
12490,Bhayshul Tuten,JAX,RB,CAR,1,,3.0,4.0,0.9
12490,Bhayshul Tuten,JAX,RB,CIN,2,2.0,5.5,11.0,1.3
12490,Bhayshul Tuten,JAX,RB,HOU,3,1.5,5.7,11.3,1.1
12490,Bhayshul Tuten,JAX,RB,SF,4,1.3,6.0,15.3,1.2
12490,Bhayshul Tuten,JAX,RB,KC,5,1.0,4.7,13.3,1.0
12490,Bhayshul Tuten,JAX,RB,SEA,6,1.7,3.3,13.0,1.0
12490,Bhayshul Tuten,JAX,RB,LAR,7,2.0,3.7,15.0,0.8
12490,Bhayshul Tuten,JAX,RB,LV,9,2.0,5.3,17.7,0.9
12492,Pat Bryant,DEN,WR,IND,2,3.0,,14.0,1.2
12492,Pat Bryant,DEN,WR,NYJ,6,2.5,,24.5,1.1
12492,Pat Bryant,DEN,WR,NYG,7,3.0,,30.0,1.1
12492,Pat Bryant,DEN,WR,DAL,8,3.3,,37.0,1.2
12492,Pat Bryant,DEN,WR,HOU,9,3.7,,37.3,1.1
12493,Oronde Gadsden,LAC,TE,DEN,3,7.0,,22.0,1.2
12493,Oronde Gadsden,LAC,TE,NYG,4,5.0,,26.0,1.1
12493,Oronde Gadsden,LAC,TE,WAS,5,3.7,,29.3,1.1
12493,Oronde Gadsden,LAC,TE,MIA,6,4.0,,38.0,1.2
12493,Oronde Gadsden,LAC,TE,IND,7,6.0,,48.0,1.3
12493,Oronde Gadsden,LAC,TE,MIN,8,7.3,,54.7,1.3
12493,Oronde Gadsden,LAC,TE,TEN,9,6.3,,56.0,1.1
12495,Ollie Gordon,MIA,RB,IND,1,1.0,2.0,12.0,1.0
12495,Ollie Gordon,MIA,RB,NE,2,1.0,1.5,9.5,1.0
12495,Ollie Gordon,MIA,RB,BUF,3,1.0,4.0,11.3,1.0
12495,Ollie Gordon,MIA,RB,NYJ,4,1.0,5.3,12.3,1.1
12495,Ollie Gordon,MIA,RB,CAR,5,1.0,6.0,14.7,1.1
12495,Ollie Gordon,MIA,RB,LAC,6,1.0,3.7,14.3,1.0
12495,Ollie Gordon,MIA,RB,CLE,7,1.5,3.3,15.3,0.9
12495,Ollie Gordon,MIA,RB,ATL,8,1.3,5.7,17.7,0.9
12495,Ollie Gordon,MIA,RB,BAL,9,1.3,5.7,17.3,1.0
12496,Tai Felton,MIN,WR,CIN,3,1.0,,12.0,1.1
12497,Tory Horton,SEA,WR,PIT,2,4.0,,26.0,1.4
12497,Tory Horton,SEA,WR,NO,3,4.0,,27.0,1.2
12497,Tory Horton,SEA,WR,ARI,4,3.3,,26.0,1.1
12497,Tory Horton,SEA,WR,TB,5,3.3,,27.3,1.1
12497,Tory Horton,SEA,WR,WAS,9,3.3,,30.3,1.1
12498,Mason Taylor,NYJ,TE,PIT,1,1.0,,56.0,1.3
12498,Mason Taylor,NYJ,TE,BUF,2,1.5,,45.0,0.9
12498,Mason Taylor,NYJ,TE,TB,3,3.0,,47.0,1.0
12498,Mason Taylor,NYJ,TE,MIA,4,5.0,,45.3,1.0
12498,Mason Taylor,NYJ,TE,DAL,5,8.3,,57.0,1.2
12498,Mason Taylor,NYJ,TE,DEN,6,6.7,,58.3,1.2
12498,Mason Taylor,NYJ,TE,CAR,7,6.0,,60.3,1.2
12498,Mason Taylor,NYJ,TE,CIN,8,4.7,,55.7,1.3
12499,Elic Ayomanor,TEN,WR,DEN,1,7.0,,45.0,0.7
12499,Elic Ayomanor,TEN,WR,LAR,2,6.5,,46.5,0.9
12499,Elic Ayomanor,TEN,WR,IND,3,6.0,,48.3,1.0
12499,Elic Ayomanor,TEN,WR,HOU,4,6.0,,47.0,1.0
12499,Elic Ayomanor,TEN,WR,ARI,5,5.3,,47.0,1.0
12499,Elic Ayomanor,TEN,WR,LV,6,5.3,,48.7,1.0
12499,Elic Ayomanor,TEN,WR,NE,7,4.7,,52.0,1.1
12499,Elic Ayomanor,TEN,WR,IND,8,6.0,,58.3,1.2
12499,Elic Ayomanor,TEN,WR,LAC,9,6.3,,49.3,1.1
12500,Quinn Ewers,MIA,QB,CLE,7,,1.0,12.0,1.0
12501,Matthew Golden,GB,WR,DET,1,2.0,,23.0,1.1
12501,Matthew Golden,GB,WR,WAS,2,2.0,2.0,31.5,1.0
12501,Matthew Golden,GB,WR,CLE,3,2.7,2.5,36.3,1.1
12501,Matthew Golden,GB,WR,DAL,4,4.0,2.0,45.0,1.3
12501,Matthew Golden,GB,WR,CIN,6,5.0,2.0,45.7,1.3
12501,Matthew Golden,GB,WR,ARI,7,5.0,1.5,44.0,1.2
12501,Matthew Golden,GB,WR,PIT,8,4.0,2.0,41.7,1.2
12501,Matthew Golden,GB,WR,CAR,9,3.3,,35.7,1.1
12502,Gunnar Helm,TEN,TE,DEN,1,2.0,,23.0,1.2
12502,Gunnar Helm,TEN,TE,LAR,2,2.0,,22.5,1.1
12502,Gunnar Helm,TEN,TE,IND,3,2.3,,24.0,1.2
12502,Gunnar Helm,TEN,TE,HOU,4,2.0,,23.0,1.0
12502,Gunnar Helm,TEN,TE,ARI,5,3.0,,30.3,1.1
12502,Gunnar Helm,TEN,TE,LV,6,3.0,,31.0,1.0
12502,Gunnar Helm,TEN,TE,NE,7,4.3,,33.7,1.1
12502,Gunnar Helm,TEN,TE,IND,8,3.7,,31.3,1.2
12502,Gunnar Helm,TEN,TE,LAC,9,3.0,,28.7,1.2
12503,Isaiah Bond,CLE,WR,CIN,1,1.0,,21.0,1.1
12503,Isaiah Bond,CLE,WR,BAL,2,2.0,1.0,24.5,1.2
12503,Isaiah Bond,CLE,WR,GB,3,2.7,1.0,30.7,1.1
12503,Isaiah Bond,CLE,WR,DET,4,4.3,1.0,36.0,1.1
12503,Isaiah Bond,CLE,WR,MIN,5,5.7,,40.0,1.0
12503,Isaiah Bond,CLE,WR,PIT,6,6.0,,49.3,1.1
12504,Kaleb Johnson,PIT,RB,NYJ,1,,1.0,2.0,1.2
12504,Kaleb Johnson,PIT,RB,SEA,2,,1.0,2.0,1.0
12504,Kaleb Johnson,PIT,RB,MIN,4,1.0,2.7,5.0,1.0
12504,Kaleb Johnson,PIT,RB,CLE,6,1.0,4.3,8.0,0.8
12504,Kaleb Johnson,PIT,RB,IND,9,1.0,4.3,9.0,0.8
12506,Harold Fannin,CLE,TE,CIN,1,9.0,1.0,55.0,1.7
12506,Harold Fannin,CLE,TE,BAL,2,7.0,1.0,50.5,1.3
12506,Harold Fannin,CLE,TE,GB,3,6.0,1.0,47.7,1.3
12506,Harold Fannin,CLE,TE,DET,4,5.0,1.0,48.3,1.0
12506,Harold Fannin,CLE,TE,MIN,5,4.7,1.0,51.3,1.1
12506,Harold Fannin,CLE,TE,PIT,6,6.7,1.0,59.3,1.1
12506,Harold Fannin,CLE,TE,MIA,7,6.3,,56.0,1.3
12506,Harold Fannin,CLE,TE,NE,8,7.7,1.0,51.0,1.3
12507,Omarion Hampton,LAC,RB,KC,1,2.0,15.0,52.0,0.9
12507,Omarion Hampton,LAC,RB,LV,2,2.0,11.5,44.0,1.0
12507,Omarion Hampton,LAC,RB,DEN,3,3.7,14.0,52.0,1.0
12507,Omarion Hampton,LAC,RB,NYG,4,4.7,13.0,53.3,1.2
12507,Omarion Hampton,LAC,RB,WAS,5,6.0,14.3,54.3,1.1
12508,Jaxson Dart,NYG,QB,DAL,2,,1.0,3.0,1.4
12508,Jaxson Dart,NYG,QB,KC,3,,1.0,3.0,1.2
12508,Jaxson Dart,NYG,QB,LAC,4,,4.0,26.7,1.0
12508,Jaxson Dart,NYG,QB,NO,5,,6.0,50.0,0.9
12508,Jaxson Dart,NYG,QB,PHI,6,,10.0,71.3,0.9
12508,Jaxson Dart,NYG,QB,DEN,7,,8.3,72.3,0.9
12508,Jaxson Dart,NYG,QB,PHI,8,,8.0,65.3,0.8
12508,Jaxson Dart,NYG,QB,SF,9,,6.3,62.0,0.9
12509,Tre' Harris,LAC,WR,KC,1,1.0,,5.0,0.8
12509,Tre' Harris,LAC,WR,LV,2,2.0,,11.5,1.0
12509,Tre' Harris,LAC,WR,MIA,6,3.0,,25.3,0.9
12509,Tre' Harris,LAC,WR,IND,7,3.3,,34.7,1.0
12509,Tre' Harris,LAC,WR,MIN,8,3.0,,43.0,1.0
12509,Tre' Harris,LAC,WR,TEN,9,2.0,,35.3,1.0
12510,Jalen Milroe,SEA,QB,SF,1,,1.0,1.0,1.1
12510,Jalen Milroe,SEA,QB,NO,3,,1.0,1.0,1.0
12510,Jalen Milroe,SEA,QB,TB,5,,1.0,1.0,1.0
12512,Quinshon Judkins,CLE,RB,BAL,2,3.0,10.0,20.0,1.2
12512,Quinshon Judkins,CLE,RB,GB,3,2.5,14.0,28.0,1.0
12512,Quinshon Judkins,CLE,RB,DET,4,3.0,16.3,31.7,0.9
12512,Quinshon Judkins,CLE,RB,MIN,5,2.7,20.7,38.0,0.8
12512,Quinshon Judkins,CLE,RB,PIT,6,2.3,18.7,37.0,0.9
12512,Quinshon Judkins,CLE,RB,MIA,7,1.5,20.0,36.3,1.0
12512,Quinshon Judkins,CLE,RB,NE,8,2.0,15.3,29.3,1.0
12514,Emeka Egbuka,TB,WR,ATL,1,6.0,1.0,54.0,0.9
12514,Emeka Egbuka,TB,WR,HOU,2,6.5,1.0,64.0,0.8
12514,Emeka Egbuka,TB,WR,NYJ,3,7.0,1.0,58.0,0.9
12514,Emeka Egbuka,TB,WR,PHI,4,8.3,1.0,61.3,0.9
12514,Emeka Egbuka,TB,WR,SEA,5,8.3,1.0,54.0,0.9
12514,Emeka Egbuka,TB,WR,SF,6,7.0,1.0,48.0,1.0
12514,Emeka Egbuka,TB,WR,DET,7,7.7,,44.0,1.0
12514,Emeka Egbuka,TB,WR,NO,8,8.3,,43.7,1.0
12517,Colston Loveland,CHI,TE,MIN,1,2.0,,38.0,1.1
12517,Colston Loveland,CHI,TE,DAL,3,2.5,,22.0,1.1
12517,Colston Loveland,CHI,TE,WAS,6,2.7,,23.7,1.1
12517,Colston Loveland,CHI,TE,NO,7,3.3,,26.3,1.1
12517,Colston Loveland,CHI,TE,BAL,8,4.0,,41.3,1.1
12517,Colston Loveland,CHI,TE,CIN,9,5.3,,54.0,1.2
12518,Tyler Warren,IND,TE,MIA,1,9.0,1.0,53.0,1.4
12518,Tyler Warren,IND,TE,DEN,2,8.0,1.0,59.5,1.3
12518,Tyler Warren,IND,TE,TEN,3,7.0,1.0,52.7,1.1
12518,Tyler Warren,IND,TE,LAR,4,6.0,1.5,53.0,1.0
12518,Tyler Warren,IND,TE,LV,5,5.0,2.0,46.7,0.9
12518,Tyler Warren,IND,TE,ARI,6,6.3,2.0,51.0,1.0
12518,Tyler Warren,IND,TE,LAC,7,6.0,,51.3,1.0
12518,Tyler Warren,IND,TE,TEN,8,6.3,,48.7,1.0
12518,Tyler Warren,IND,TE,PIT,9,5.7,,53.3,1.0
12519,Luther Burden,CHI,WR,MIN,1,1.0,,18.0,1.0
12519,Luther Burden,CHI,WR,DET,2,1.5,,15.0,1.0
12519,Luther Burden,CHI,WR,DAL,3,2.0,1.0,15.7,1.2
12519,Luther Burden,CHI,WR,LV,4,2.3,1.0,16.0,1.2
12519,Luther Burden,CHI,WR,WAS,6,3.0,1.0,17.0,1.2
12519,Luther Burden,CHI,WR,NO,7,2.7,1.0,17.7,1.0
12519,Luther Burden,CHI,WR,BAL,8,2.3,1.0,15.0,1.1
12521,Elijah Arroyo,SEA,TE,SF,1,1.0,,16.0,1.1
12521,Elijah Arroyo,SEA,TE,PIT,2,2.0,,21.0,1.2
12521,Elijah Arroyo,SEA,TE,ARI,4,2.7,,26.0,1.2
12521,Elijah Arroyo,SEA,TE,TB,5,2.7,,29.3,1.2
12521,Elijah Arroyo,SEA,TE,JAX,6,2.3,,29.0,1.1
12521,Elijah Arroyo,SEA,TE,HOU,7,2.7,,26.0,1.0
12521,Elijah Arroyo,SEA,TE,WAS,9,3.0,,24.7,1.0
12522,Cam Ward,TEN,QB,DEN,1,,,57.0,0.8
12522,Cam Ward,TEN,QB,LAR,2,,4.0,61.5,0.8
12522,Cam Ward,TEN,QB,IND,3,,3.5,64.3,0.9
12522,Cam Ward,TEN,QB,HOU,4,,3.0,62.0,0.9
12522,Cam Ward,TEN,QB,ARI,5,,3.3,62.3,1.0
12522,Cam Ward,TEN,QB,LV,6,,3.5,59.3,0.9
12522,Cam Ward,TEN,QB,NE,7,,5.0,60.3,1.1
12522,Cam Ward,TEN,QB,IND,8,,2.0,61.7,1.1
12522,Cam Ward,TEN,QB,LAC,9,,2.0,57.0,1.1
12523,Jimmy Horn,CAR,WR,MIA,5,3.0,2.0,19.0,0.9
12523,Jimmy Horn,CAR,WR,DAL,6,2.5,1.5,16.5,1.2
12523,Jimmy Horn,CAR,WR,NYJ,7,2.3,1.3,16.0,1.1
12523,Jimmy Horn,CAR,WR,BUF,8,1.7,1.3,12.3,1.2
12523,Jimmy Horn,CAR,WR,GB,9,1.7,1.3,12.3,1.0
12526,Tetairoa McMillan,CAR,WR,JAX,1,9.0,,53.0,0.9
12526,Tetairoa McMillan,CAR,WR,ARI,2,9.5,,62.5,1.0
12526,Tetairoa McMillan,CAR,WR,ATL,3,9.0,,59.0,0.9
12526,Tetairoa McMillan,CAR,WR,NE,4,8.7,,63.0,1.0
12526,Tetairoa McMillan,CAR,WR,MIA,5,8.0,,60.0,1.0
12526,Tetairoa McMillan,CAR,WR,DAL,6,7.0,,63.3,1.2
12526,Tetairoa McMillan,CAR,WR,NYJ,7,6.0,,62.3,1.1
12526,Tetairoa McMillan,CAR,WR,BUF,8,6.7,,60.3,1.2
12526,Tetairoa McMillan,CAR,WR,GB,9,7.0,,56.0,1.0
12527,Ashton Jeanty,LV,RB,NE,1,2.0,19.0,54.0,0.9
12527,Ashton Jeanty,LV,RB,LAC,2,3.0,15.0,46.5,1.0
12527,Ashton Jeanty,LV,RB,WAS,3,3.0,15.7,44.3,1.0
12527,Ashton Jeanty,LV,RB,CHI,4,3.0,16.3,41.0,1.1
12527,Ashton Jeanty,LV,RB,IND,5,4.5,17.3,40.3,1.1
12527,Ashton Jeanty,LV,RB,TEN,6,4.3,19.3,43.0,1.1
12527,Ashton Jeanty,LV,RB,KC,7,4.0,14.3,35.7,1.0
12527,Ashton Jeanty,LV,RB,JAX,9,3.3,14.0,42.7,1.0
12529,TreVeyon Henderson,NE,RB,LV,1,6.0,5.0,25.0,1.1
12529,TreVeyon Henderson,NE,RB,MIA,2,4.0,4.0,22.0,1.2
12529,TreVeyon Henderson,NE,RB,PIT,3,3.7,6.3,26.0,1.1
