playerID,week_num,resid
19,1,0.479265990482693
3294,1,0.09320229747949771
421,1,0.3611720639790299
4943,1,-1.8732343740523305
5870,1,0.21450013913431576
1373,1,-0.027912232171232176
6768,1,0.3961576167975567
6904,1,0.32517341896941687
7538,1,0.08097374012185599
6804,1,0.029411588962986457
4046,1,-0.32919411353684325
6797,1,-0.10353860581199825
4881,1,-0.2866794701401858
96,1,-0.10377389786836133
4892,1,-0.355647322769272
9228,1,-1.9662260612445426
12522,1,-1.9987213973501134
7591,1,0.10958969264745377
7523,1,0.3565628090156938
11565,1,1.9711119325611115
11559,1,-0.05572835696667511
6770,1,0.1021436743009474
3163,1,0.5995379153587237
8183,1,0.5922223827946986
1234,1,-0.3852693165184977
11563,1,-1.2847058662726134
11562,1,-0.11069444628078529
4984,1,0.3271993638877433
11560,1,-0.33526716334300843
9758,1,0.40152946369574316
12510,1,0.1515020233786403
11566,1,-0.18791592615612984
5849,1,0.1012109649950439
11564,1,1.4482447134537164
19,2,-2.1482297859648796
3294,2,0.12701861265500014
421,2,0.24358854358689186
4943,2,0.15679837661696538
5870,2,0.25176371392982944
1373,2,0.7440858212418044
6768,2,0.10523550350988131
6904,2,0.5802352853799899
6111,2,0.311585419472717
6804,2,-0.3037675284554453
4574,2,0.3189352399681228
4046,2,-0.08889875077268528
6797,2,-1.8713293642382105
4881,2,-0.3182600775398434
96,2,2.2250357815295967
827,2,-0.009864488761012424
4892,2,-0.03267526676152954
9228,2,-2.0507789128344065
12522,2,-1.8934469215008178
7591,2,-2.144441793303595
3976,2,0.27889432748748044
7523,2,-0.10352539459983845
12508,2,0.019068633958105485
11565,2,-1.5665288548424243
11559,2,0.244775737051385
6770,2,-0.24864068070751166
3163,2,-0.3568712577246771
1234,2,-0.42646316786825267
11563,2,0.05499055952258303
12486,2,0.17479670400410896
11562,2,0.11366459390315597
4984,2,-0.21875264651920645
11560,2,0.05877087408894255
3257,2,0.2360463918562325
9758,2,-0.2514627910517575
4972,2,0.17057782268570532
11256,2,0.14991346390224192
7527,2,-1.939345432646281
11566,2,1.979904817567185
5849,2,0.3180099561225447
11564,2,0.2764754463257084
19,3,0.2874914971778848
5854,3,0.25273164746761867
3294,3,2.4688596197305337
421,3,0.07504314669578172
11557,3,0.15392400934100425
4943,3,-0.0964126651844559
829,3,0.24917460821393708
5870,3,-0.026802119325330054
1373,3,1.729751470394831
6768,3,0.23667441306040082
6904,3,-2.0607843882806662
6111,3,0.5996256909773994
6804,3,0.3851896162286934
