playerID,playerName,team,position,pts_std,pts_ppr,pts_half_ppr,pass_att,pass_cmp,pass_yd,pass_td,pass_int,rush_att,rush_yd,rush_td,rec_tgt,rec,rec_yd,rec_td,off_snp,opponent,week_num
7553,Kyle Pitts,ATL,TE,3.9,7.9,5.9,,,,,,,,,6.0,4.0,39.0,,54.0,CAR,3
19,Joe Flacco,CIN,QB,4.7,4.7,4.7,36.0,21.0,142.0,,1.0,,,,,,,,66.0,MIN,3
8698,Jake Tonges,SF,TE,2.1,4.1,3.1,,,,,,,,,3.0,2.0,21.0,,45.0,ARI,3
11157,Brycen Tremayne,CAR,WR,1.5,3.5,2.5,,,,,,,,,2.0,2.0,15.0,,16.0,ATL,3
5854,Drew Lock,SEA,QB,0.5,0.5,0.5,3.0,2.0,15.0,,,1.0,-1.0,,,,,,18.0,NO,3
3294,Dak Prescott,DAL,QB,14.0,14.0,14.0,40.0,31.0,251.0,1.0,2.0,,,,,,,,64.0,CHI,3
421,Matthew Stafford,LAR,QB,14.8,14.8,14.8,33.0,19.0,196.0,2.0,1.0,,,,,,,,66.0,PHI,3
8134,Khalil Shakir,BUF,WR,10.5,14.5,12.5,,,,,,,,,4.0,4.0,45.0,1.0,42.0,MIA,3
7828,Noah Gray,KC,TE,1.7,4.7,3.2,,,,,,,,,6.0,3.0,17.0,,49.0,NYG,3
11557,Joe Milton,DAL,QB,0.6,0.6,0.6,5.0,3.0,41.0,,1.0,,,,,,,,10.0,CHI,3
5995,Justice Hill,BAL,RB,4.5,7.5,6.0,,,,,,,,,4.0,3.0,45.0,,29.0,DET,3
12517,Colston Loveland,CHI,TE,3.1,4.1,3.6,,,,,,,,,3.0,1.0,31.0,,6.0,DAL,3
8138,James Cook,BUF,RB,17.8,20.8,19.3,,,,,,19.0,108.0,1.0,3.0,3.0,10.0,,40.0,MIA,3
8119,Jahan Dotson,PHI,WR,0.7,1.7,1.2,,,,,,,,,3.0,1.0,7.0,,52.0,LAR,3
8136,Rachaad White,TB,RB,1.4,2.4,1.9,,,,,,5.0,12.0,,1.0,1.0,2.0,,20.0,NYJ,3
11610,Malik Washington,MIA,WR,3.2,6.2,4.7,,,,,,2.0,20.0,,5.0,3.0,12.0,,33.0,BUF,3
4943,Sam Darnold,SEA,QB,16.7,16.7,16.7,18.0,14.0,218.0,2.0,,,,,,,,,39.0,NO,3
829,Andy Dalton,CAR,QB,-0.1,-0.1,-0.1,,,,,,1.0,-1.0,,,,,,1.0,ATL,3
11574,Dylan Laube,LV,RB,0.2,0.2,0.2,,,,,,3.0,2.0,,1.0,,,,7.0,WAS,3
3269,Chris Moore,WAS,WR,2.5,4.5,3.5,,,,,,,,,2.0,2.0,25.0,,33.0,LV,3
9488,Jaxon Smith-Njigba,SEA,WR,15.6,20.6,18.1,,,,,,,,,6.0,5.0,96.0,1.0,28.0,NO,3
7526,Jaylen Waddle,MIA,WR,9.9,14.9,12.4,,,,,,,,,6.0,5.0,39.0,1.0,53.0,BUF,3
13047,Jacardia Wright,SEA,RB,2.0,2.0,2.0,,,,,,5.0,20.0,,,,,,5.0,NO,3
2197,Brandin Cooks,NO,WR,2.4,5.4,3.9,,,,,,,,,5.0,3.0,24.0,,51.0,SEA,3
5870,Daniel Jones,IND,QB,15.8,15.8,15.8,25.0,18.0,228.0,1.0,,4.0,27.0,,,,,,50.0,TEN,3
5844,T.J. Hockenson,MIN,TE,10.9,15.9,13.4,,,,,,,,,6.0,5.0,49.0,1.0,41.0,CIN,3
12529,TreVeyon Henderson,NE,RB,4.7,7.7,6.2,,,,,,11.0,28.0,,3.0,3.0,19.0,,34.0,PIT,3
6790,D'Andre Swift,CHI,RB,7.8,10.8,9.3,,,,,,13.0,33.0,,4.0,3.0,45.0,,36.0,DAL,3
1373,Geno Smith,LV,QB,26.1,26.1,26.1,29.0,19.0,289.0,3.0,,2.0,5.0,,,,,,66.0,WAS,3
6768,Tua Tagovailoa,MIA,QB,13.8,13.8,13.8,34.0,22.0,146.0,2.0,1.0,2.0,10.0,,,,,,61.0,BUF,3
6130,Devin Singletary,NYG,RB,1.1,1.1,1.1,,,,,,4.0,11.0,,,,,,16.0,KC,3
6904,Jalen Hurts,PHI,QB,29.0,29.0,29.0,32.0,21.0,226.0,3.0,,9.0,40.0,1.0,,,,,67.0,LAR,3
11635,Ladd McConkey,LAC,WR,4.1,8.1,6.1,,,,,,,,,7.0,4.0,41.0,,80.0,DEN,3
8154,Brian Robinson,SF,RB,2.2,2.2,2.2,,,,,,2.0,22.0,,,,,,6.0,ARI,3
6111,Jake Browning,CIN,QB,7.9,7.9,7.9,27.0,19.0,140.0,1.0,2.0,1.0,3.0,,,,,,53.0,MIN,3
11620,Rome Odunze,CHI,WR,12.2,15.2,13.7,,,,,,,,,7.0,3.0,62.0,1.0,53.0,DAL,3
10232,Michael Wilson,ARI,WR,0.5,1.5,1.0,,,,,,,,,2.0,1.0,5.0,,49.0,SF,3
6804,Jordan Love,GB,QB,12.1,12.1,12.1,25.0,18.0,183.0,1.0,1.0,4.0,18.0,,,,,,65.0,CLE,3
8147,John Metchie,NYJ,WR,0.8,1.8,1.3,,,,,,,,,1.0,1.0,8.0,,2.0,TB,3
3634,Kalif Raymond,DET,WR,0.4,1.4,0.9,,,,,,,,,2.0,1.0,4.0,,33.0,BAL,3
8500,John FitzPatrick,GB,TE,7.2,9.2,8.2,,,,,,,,,2.0,2.0,12.0,1.0,15.0,CLE,3
8205,Isiah Pacheco,KC,RB,4.8,5.8,5.3,,,,,,10.0,45.0,,1.0,1.0,3.0,,40.0,NYG,3
1166,Kirk Cousins,ATL,QB,1.2,1.2,1.2,7.0,5.0,29.0,,,,,,,,,,15.0,CAR,3
5185,Allen Lazard,NYJ,WR,7.3,9.3,8.3,,,,,,,,,3.0,2.0,13.0,1.0,17.0,TB,3
8110,Jake Ferguson,DAL,TE,8.2,21.2,14.7,,,,,,,,,14.0,13.0,82.0,,42.0,CHI,3
1339,Zach Ertz,WAS,TE,3.8,6.8,5.3,,,,,,,,,3.0,3.0,38.0,,30.0,LV,3
11589,Trey Benson,ARI,RB,5.1,8.1,6.6,,,,,,10.0,42.0,,4.0,3.0,9.0,,40.0,SF,3
4046,Patrick Mahomes,KC,QB,13.2,13.2,13.2,37.0,22.0,224.0,1.0,,5.0,2.0,,,,,,72.0,NYG,3
7564,Ja'Marr Chase,CIN,WR,3.9,8.9,6.4,,,,,,1.0,9.0,,6.0,5.0,50.0,,48.0,MIN,3
8125,Calvin Austin,PIT,WR,9.4,12.4,10.9,,,,,,,,,5.0,3.0,34.0,1.0,39.0,NE,3
7587,Dyami Brown,JAX,WR,0.7,2.7,1.7,,,,,,,,,3.0,2.0,7.0,,23.0,HOU,3
8117,Jalen Tolbert,DAL,WR,4.4,7.4,5.9,,,,,,,,,6.0,3.0,24.0,,65.0,CHI,3
6797,Justin Herbert,LAC,QB,15.6,15.6,15.6,47.0,28.0,300.0,1.0,1.0,2.0,6.0,,,,,,86.0,DEN,3
6801,Tee Higgins,CIN,WR,1.5,2.5,2.0,,,,,,,,,2.0,1.0,15.0,,46.0,MIN,3
10859,Sam LaPorta,DET,TE,3.3,7.3,5.3,,,,,,,,,4.0,4.0,33.0,,57.0,BAL,3
11633,Jamari Thrash,CLE,WR,0.7,2.7,1.7,,,,,,,,,3.0,2.0,7.0,,12.0,GB,3
9501,DeMario Douglas,NE,WR,0.7,2.7,1.7,,,,,,,,,5.0,2.0,7.0,,29.0,PIT,3
8180,Jalen Nailor,MIN,WR,3.7,6.7,5.2,,,,,,,,,5.0,3.0,37.0,,50.0,CIN,3
12519,Luther Burden,CHI,WR,16.8,19.8,18.3,,,,,,1.0,7.0,,3.0,3.0,101.0,1.0,17.0,DAL,3
9486,Dontayvion Wicks,GB,WR,2.1,4.1,3.1,,,,,,,,,4.0,2.0,21.0,,44.0,CLE,3
12455,Brashard Smith,KC,RB,1.3,1.3,1.3,,,,,,2.0,13.0,,1.0,,,,8.0,NYG,3
4881,Lamar Jackson,BAL,QB,27.0,27.0,27.0,27.0,21.0,288.0,3.0,,7.0,35.0,,,,,,57.0,DET,3
4219,Jeremy McNichols,WAS,RB,13.8,13.8,13.8,,,,,,4.0,78.0,1.0,,,,,15.0,LV,3
2133,Davante Adams,LAR,WR,11.6,14.6,13.1,,,,,,,,,8.0,3.0,56.0,1.0,57.0,PHI,3
96,Aaron Rodgers,PIT,QB,12.7,12.7,12.7,23.0,16.0,139.0,2.0,1.0,4.0,1.0,,,,,,54.0,NE,3
5872,Deebo Samuel,WAS,WR,2.9,4.9,3.9,,,,,,3.0,18.0,,3.0,2.0,11.0,,25.0,LV,3
9480,Brenton Strange,JAX,TE,6.1,12.1,9.1,,,,,,,,,7.0,6.0,61.0,,58.0,HOU,3
827,Tyrod Taylor,NYJ,QB,17.7,17.7,17.7,36.0,26.0,197.0,2.0,1.0,8.0,48.0,,,,,,69.0,TB,3
4892,Baker Mayfield,TB,QB,17.7,17.7,17.7,29.0,19.0,233.0,1.0,,4.0,44.0,,,,,,72.0,NYJ,3
4137,James Conner,ARI,RB,3.7,6.7,5.2,,,,,,9.0,22.0,,4.0,3.0,15.0,,20.0,SF,3
12518,Tyler Warren,IND,TE,3.8,6.8,5.3,,,,,,,,,5.0,3.0,38.0,,39.0,TEN,3
12897,Nathan Carter,ATL,RB,2.6,2.6,2.6,,,,,,7.0,46.0,,,,,,7.0,CAR,3
5947,Jakobi Meyers,JAX,WR,6.3,9.3,7.8,,,,,,,,,4.0,3.0,63.0,,62.0,HOU,3
4988,Nick Chubb,HOU,RB,4.0,7.0,5.5,,,,,,9.0,38.0,,4.0,3.0,2.0,,33.0,JAX,3
11638,Ricky Pearsall,SF,WR,11.7,19.7,15.7,,,,,,,,,11.0,8.0,117.0,,63.0,ARI,3
12514,Emeka Egbuka,TB,WR,8.5,14.5,11.5,,,,,,,,,8.0,6.0,85.0,,46.0,NYJ,3
7569,Nico Collins,HOU,WR,14.4,22.4,18.4,,,,,,,,,11.0,8.0,104.0,1.0,54.0,JAX,3
9228,Bryce Young,CAR,QB,11.6,11.6,11.6,24.0,16.0,121.0,,,2.0,8.0,1.0,,,,,57.0,ATL,3
5973,Josh Oliver,MIN,TE,7.2,8.2,7.7,,,,,,,,,1.0,1.0,12.0,1.0,21.0,CIN,3
8408,Jordan Mason,MIN,RB,23.6,23.6,23.6,,,,,,16.0,116.0,2.0,,,,,36.0,CIN,3
11650,Luke McCaffrey,WAS,WR,11.6,14.6,13.1,,,,,,,,,3.0,3.0,56.0,1.0,21.0,LV,3
7021,Rico Dowdle,CAR,RB,9.8,10.8,10.3,,,,,,10.0,30.0,1.0,1.0,1.0,8.0,,23.0,ATL,3
8137,George Pickens,DAL,WR,12.8,17.8,15.3,,,,,,,,,9.0,5.0,68.0,1.0,61.0,CHI,3
7694,Tommy Tremble,CAR,TE,1.6,3.6,2.6,,,,,,,,,2.0,2.0,16.0,,33.0,ATL,3
9484,Tucker Kraft,GB,TE,2.9,5.9,4.4,,,,,,,,,4.0,3.0,29.0,,57.0,CLE,3
11597,Theo Johnson,NYG,TE,1.0,2.0,1.5,,,,,,,,,2.0,1.0,10.0,,57.0,KC,3
11576,Braelon Allen,NYJ,RB,4.7,6.7,5.7,,,,,,6.0,30.0,,2.0,2.0,17.0,,23.0,TB,3
7596,Elijah Moore,BUF,WR,4.1,6.1,5.1,,,,,,1.0,11.0,,3.0,2.0,30.0,,14.0,MIA,3
8146,Garrett Wilson,NYJ,WR,14.4,24.4,19.4,,,,,,,,,13.0,10.0,84.0,1.0,69.0,TB,3
12543,Tahj Brooks,CIN,RB,1.7,1.7,1.7,,,,,,5.0,17.0,,,,,,10.0,MIN,3
11586,Blake Corum,LAR,RB,5.3,5.3,5.3,,,,,,8.0,53.0,,,,,,16.0,PHI,3
8225,Daniel Bellinger,NYG,TE,0.6,1.6,1.1,,,,,,,,,1.0,1.0,6.0,,16.0,KC,3
12474,Woody Marks,HOU,RB,3.6,4.6,4.1,,,,,,6.0,27.0,,2.0,1.0,9.0,,30.0,JAX,3
4040,JuJu Smith-Schuster,KC,WR,5.5,9.5,7.5,,,,,,,,,4.0,4.0,55.0,,50.0,NYG,3
3321,Tyreek Hill,MIA,WR,10.9,15.9,13.4,,,,,,,,,10.0,5.0,49.0,1.0,53.0,BUF,3
2216,Mike Evans,TB,WR,9.3,13.3,11.3,,,,,,,,,8.0,4.0,33.0,1.0,52.0,NYJ,3
8132,Tyler Allgeier,ATL,RB,0.4,1.4,0.9,,,,,,1.0,4.0,,2.0,1.0,,,6.0,CAR,3
8254,Julius Chestnut,TEN,RB,2.6,2.6,2.6,,,,,,2.0,26.0,,,,,,6.0,IND,3
12489,RJ Harvey,DEN,RB,1.6,4.6,3.1,,,,,,2.0,2.0,,3.0,3.0,14.0,,15.0,LAC,3
7535,Hunter Long,JAX,TE,1.2,3.2,2.2,,,,,,,,,3.0,2.0,12.0,,14.0,HOU,3
12482,Savion Williams,GB,WR,-0.1,-0.1,-0.1,,,,,,2.0,-1.0,,,,,,6.0,CLE,3
4351,Tim Patrick,JAX,WR,1.6,2.6,2.1,,,,,,,,,1.0,1.0,16.0,,22.0,HOU,3
3198,Derrick Henry,BAL,RB,9.7,10.7,10.2,1.0,,,,,12.0,50.0,1.0,1.0,1.0,7.0,,28.0,DET,3
12522,Cam Ward,TEN,QB,13.0,13.0,13.0,38.0,23.0,219.0,1.0,1.0,3.0,12.0,,,,,,70.0,IND,3
8143,Jerome Ford,CLE,RB,1.0,5.0,3.0,,,,,,,,,4.0,4.0,10.0,,24.0,GB,3
12496,Tai Felton,MIN,WR,0.9,1.9,1.4,,,,,,,,,1.0,1.0,9.0,,12.0,CIN,3
9493,Puka Nacua,LAR,WR,11.8,22.8,17.3,,,,,,1.0,6.0,,15.0,11.0,112.0,,60.0,PHI,3
4981,Calvin Ridley,TEN,WR,2.7,3.7,3.2,,,,,,,,,7.0,1.0,27.0,,61.0,IND,3
7946,Jack Stoll,NO,TE,8.1,10.1,9.1,,,,,,,,,3.0,2.0,21.0,1.0,23.0,SEA,3
12540,Chimere Dike,TEN,WR,0.5,3.5,2.0,,,,,,2.0,3.0,,4.0,3.0,2.0,,29.0,IND,3
5859,A.J. Brown,PHI,WR,16.9,22.9,19.9,,,,,,,,,10.0,6.0,109.0,1.0,62.0,LAR,3
4034,Christian McCaffrey,SF,RB,14.0,24.0,19.0,,,,,,17.0,52.0,,15.0,10.0,88.0,,59.0,ARI,3
4866,Saquon Barkley,PHI,RB,5.5,9.5,7.5,,,,,,18.0,46.0,,5.0,4.0,9.0,,63.0,LAR,3
5967,Tony Pollard,TEN,RB,11.9,13.9,12.9,,,,,,16.0,45.0,1.0,4.0,2.0,14.0,,64.0,IND,3
12048,George Holani,SEA,RB,2.2,4.2,3.2,,,,,,10.0,27.0,,2.0,2.0,15.0,,20.0,NO,3
12641,Jaylin Lane,WAS,WR,5.8,6.8,6.3,,,,,,,,,2.0,1.0,-2.0,,14.0,LV,3
10213,Tre Tucker,LV,WR,32.9,40.9,36.9,,,,,,1.0,4.0,,9.0,8.0,145.0,3.0,62.0,WAS,3
8130,Trey McBride,ARI,TE,10.3,15.3,12.8,,,,,,,,,8.0,5.0,43.0,1.0,58.0,SF,3
8142,Alec Pierce,IND,WR,6.7,10.7,8.7,,,,,,,,,5.0,4.0,67.0,,31.0,TEN,3
3214,Hunter Henry,NE,TE,21.0,29.0,25.0,,,,,,,,,11.0,8.0,90.0,2.0,60.0,PIT,3
7523,Trevor Lawrence,JAX,QB,8.8,8.8,8.8,40.0,20.0,222.0,,1.0,2.0,9.0,,,,,,70.0,HOU,3
12508,Jaxson Dart,NYG,QB,0.3,0.3,0.3,,,,,,1.0,3.0,,,,,,3.0,KC,3
12533,Jacory Croskey-Merritt,WAS,RB,9.1,10.1,9.6,,,,,,8.0,26.0,1.0,1.0,1.0,5.0,,23.0,LV,3
3048,Chris Manhertz,NYG,TE,0.7,1.7,1.2,,,,,,,,,1.0,1.0,7.0,,13.0,KC,3
6945,Antonio Gibson,NE,RB,0.8,0.8,0.8,,,,,,7.0,28.0,,,,,,19.0,PIT,3
8676,Rashid Shaheed,SEA,WR,4.2,8.2,6.2,,,,,,,,,6.0,4.0,42.0,,54.0,NO,3
6271,Olamide Zaccheaus,CHI,WR,3.6,6.6,5.1,,,,,,1.0,12.0,,4.0,3.0,24.0,,34.0,DAL,3
12527,Ashton Jeanty,LV,RB,6.3,6.3,6.3,,,,,,17.0,63.0,,,,,,40.0,WAS,3
12473,Mitchell Evans,CAR,TE,0.9,1.9,1.4,,,,,,,,,1.0,1.0,9.0,,20.0,ATL,3
10219,Chris Rodriguez,WAS,RB,3.9,3.9,3.9,,,,,,11.0,39.0,,,,,,22.0,LV,3
4983,DJ Moore,CHI,WR,8.8,12.8,10.8,,,,,,3.0,7.0,,5.0,4.0,21.0,1.0,53.0,DAL,3
5022,Dallas Goedert,PHI,TE,9.3,10.3,9.8,,,,,,,,,2.0,1.0,33.0,1.0,61.0,LAR,3
12495,Ollie Gordon,MIA,RB,9.8,9.8,9.8,,,,,,9.0,38.0,1.0,,,,,15.0,BUF,3
4189,Eric Saubert,SEA,TE,1.2,2.2,1.7,,,,,,,,,1.0,1.0,12.0,,26.0,NO,3
8917,KaVontae Turpin,DAL,WR,6.8,8.8,7.8,,,,,,1.0,4.0,,3.0,2.0,64.0,,49.0,CHI,3
11655,Tyrone Tracy,NYG,RB,3.6,5.6,4.6,,,,,,7.0,29.0,,3.0,2.0,7.0,,11.0,KC,3
12775,Max Brosmer,MIN,QB,1.2,1.2,1.2,4.0,2.0,29.0,,,,,,,,,,12.0,CIN,3
2374,Tyler Lockett,LV,WR,3.7,7.7,5.7,,,,,,,,,4.0,4.0,37.0,,38.0,WAS,3
9226,De'Von Achane,MIA,RB,9.1,16.1,12.6,,,,,,12.0,62.0,,9.0,7.0,29.0,,47.0,BUF,3
9494,Marvin Mims,DEN,WR,0.4,1.4,0.9,,,,,,,,,4.0,1.0,4.0,,23.0,LAC,3
11559,Michael Penix,ATL,QB,5.8,5.8,5.8,36.0,18.0,172.0,,2.0,2.0,9.0,,,,,,51.0,CAR,3
4993,Mike Gesicki,CIN,TE,0.6,1.6,1.1,,,,,,,,,3.0,1.0,6.0,,17.0,MIN,3
11627,Troy Franklin,DEN,WR,0.8,2.8,1.8,,,,,,,,,4.0,2.0,8.0,,41.0,LAC,3
5955,Hunter Renfrow,CAR,WR,0.6,2.6,1.6,,,,,,,,,4.0,2.0,6.0,,17.0,ATL,3
9509,Bijan Robinson,ATL,RB,11.1,16.1,13.6,,,,,,13.0,72.0,,6.0,5.0,39.0,,53.0,CAR,3
7525,DeVonta Smith,PHI,WR,12.0,20.0,16.0,,,,,,,,,9.0,8.0,60.0,1.0,64.0,LAR,3
12530,Travis Hunter,JAX,WR,2.1,3.1,2.6,,,,,,,,,2.0,1.0,21.0,,37.0,HOU,3
8207,Tyler Goodson,IND,RB,0.6,0.6,0.6,,,,,,2.0,6.0,,,,,,4.0,TEN,3
12490,Bhayshul Tuten,JAX,RB,8.1,8.1,8.1,,,,,,6.0,21.0,1.0,1.0,,,,12.0,HOU,3
8112,Drake London,ATL,WR,5.5,10.5,8.0,,,,,,,,,8.0,5.0,55.0,,57.0,CAR,3
11632,Malik Nabers,NYG,WR,1.3,3.3,2.3,,,,,,,,,7.0,2.0,13.0,,61.0,KC,3
4177,Mack Hollins,NE,WR,2.7,6.7,4.7,,,,,,,,,4.0,4.0,27.0,,46.0,PIT,3
5848,Marquise Brown,KC,WR,4.2,8.2,6.2,,,,,,,,,6.0,4.0,42.0,,49.0,NYG,3
11371,Julian Hill,MIA,TE,0.4,1.4,0.9,,,,,,,,,1.0,1.0,4.0,,34.0,BUF,3
9229,Anthony Richardson,IND,QB,-0.1,-0.1,-0.1,,,,,,4.0,-1.0,,,,,,7.0,TEN,3
10214,Davis Allen,LAR,TE,0.3,1.3,0.8,,,,,,,,,1.0,1.0,3.0,,25.0,PHI,3
12499,Elic Ayomanor,TEN,WR,9.8,13.8,11.8,,,,,,,,,5.0,4.0,38.0,1.0,52.0,IND,3
11299,Zavier Scott,MIN,RB,5.0,6.0,5.5,,,,,,8.0,30.0,,1.0,1.0,20.0,,17.0,CIN,3
9221,Jahmyr Gibbs,DET,RB,21.9,26.9,24.4,,,,,,22.0,67.0,2.0,6.0,5.0,32.0,,47.0,BAL,3
3163,Jared Goff,DET,QB,12.7,12.7,12.7,28.0,20.0,202.0,1.0,,4.0,6.0,,,,,,68.0,BAL,3
4039,Cooper Kupp,SEA,WR,3.1,5.1,4.1,,,,,,,,,3.0,2.0,31.0,,31.0,NO,3
12483,Jack Bech,LV,WR,1.0,2.0,1.5,,,,,,,,,1.0,1.0,10.0,,16.0,WAS,3
10234,Derius Davis,LAC,WR,-1.8,-1.8,-1.8,,,,,,1.0,2.0,,,,,,7.0,DEN,3
8148,Jameson Williams,DET,WR,4.3,6.3,5.3,,,,,,,,,3.0,2.0,43.0,,62.0,BAL,3
10444,Cedric Tillman,CLE,WR,2.6,5.6,4.1,,,,,,,,,3.0,3.0,26.0,,49.0,GB,3
7090,Darnell Mooney,ATL,WR,4.4,8.4,6.4,,,,,,,,,11.0,4.0,44.0,,59.0,CAR,3
11628,Marvin Harrison,ARI,WR,4.4,7.4,5.9,,,,,,,,,6.0,3.0,44.0,,53.0,SF,3
1479,Keenan Allen,LAC,WR,12.5,19.5,16.0,,,,,,,,,11.0,7.0,65.0,1.0,56.0,DEN,3
12531,Trevor Etienne,CAR,RB,-2.0,-2.0,-2.0,,,,,,,,,,,,,2.0,ATL,3
12539,Arian Smith,NYJ,WR,0.2,2.2,1.2,,,,,,,,,2.0,2.0,2.0,,54.0,TB,3
1234,Russell Wilson,NYG,QB,7.1,7.1,7.1,32.0,18.0,160.0,,2.0,5.0,27.0,,,,,,63.0,KC,3
12541,Dont'e Thornton,LV,WR,2.9,4.9,3.9,,,,,,,,,4.0,2.0,29.0,,39.0,WAS,3
12512,Quinshon Judkins,CLE,RB,15.5,16.5,16.0,,,,,,18.0,94.0,1.0,2.0,1.0,1.0,,36.0,GB,3
8151,Kenneth Walker,SEA,RB,17.0,18.0,17.5,,,,,,16.0,38.0,2.0,1.0,1.0,12.0,,30.0,NO,3
10236,Dalton Kincaid,BUF,TE,12.6,17.6,15.1,,,,,,,,,6.0,5.0,66.0,1.0,33.0,MIA,3
12062,Cam Grandy,CIN,TE,0.6,1.6,1.1,,,,,,,,,1.0,1.0,6.0,,12.0,MIN,3
7547,Amon-Ra St. Brown,DET,WR,13.7,20.7,17.2,,,,,,,,,8.0,7.0,77.0,1.0,58.0,BAL,3
4080,Zay Jones,ARI,WR,2.5,4.5,3.5,,,,,,,,,3.0,2.0,25.0,,33.0,SF,3
4147,Samaje Perine,CIN,RB,0.1,0.1,0.1,,,,,,4.0,21.0,,,,,,15.0,MIN,3
12536,Jaylin Noel,HOU,WR,0.4,1.4,0.9,,,,,,,,,1.0,1.0,4.0,,9.0,JAX,3
6826,Cole Kmet,CHI,TE,7.0,8.0,7.5,,,,,,,,,1.0,1.0,10.0,1.0,55.0,DAL,3
12526,Tetairoa McMillan,CAR,WR,4.8,7.8,6.3,,,,,,,,,8.0,3.0,48.0,,52.0,ATL,3
11563,Bo Nix,DEN,QB,13.4,13.4,13.4,25.0,14.0,153.0,1.0,,8.0,33.0,,,,,,52.0,LAC,3
2449,Stefon Diggs,NE,WR,2.3,5.3,3.8,,,,,,,,,3.0,3.0,23.0,,39.0,PIT,3
7567,Kenneth Gainwell,PIT,RB,8.6,9.6,9.1,,,,,,4.0,16.0,1.0,1.0,1.0,10.0,,14.0,NE,3
7543,Travis Etienne,JAX,RB,11.6,11.6,11.6,,,,,,16.0,56.0,1.0,2.0,,,,38.0,HOU,3
6001,Drew Sample,CIN,TE,8.0,10.0,9.0,,,,,,,,,3.0,2.0,20.0,1.0,38.0,MIN,3
12534,Kyle Monangai,CHI,RB,2.0,3.0,2.5,,,,,,6.0,16.0,,1.0,1.0,4.0,,17.0,DAL,3
8849,Tanner Conner,MIA,TE,1.3,2.3,1.8,,,,,,,,,2.0,1.0,13.0,,26.0,BUF,3
11631,Brian Thomas,JAX,WR,5.5,7.5,6.5,,,,,,,,,6.0,2.0,55.0,,57.0,HOU,3
5892,David Montgomery,DET,RB,28.4,29.4,28.9,,,,,,12.0,151.0,2.0,1.0,1.0,13.0,,25.0,BAL,3
12497,Tory Horton,SEA,WR,15.2,18.2,16.7,,,,,,,,,4.0,3.0,32.0,1.0,28.0,NO,3
12469,Dylan Sampson,CLE,RB,0.2,0.2,0.2,,,,,,1.0,2.0,,,,,,5.0,GB,3
4274,David Moore,CAR,WR,0.5,1.5,1.0,,,,,,,,,1.0,1.0,5.0,,56.0,ATL,3
7075,Charlie Woerner,ATL,TE,-0.5,0.5,,,,,,,,,,1.0,1.0,-5.0,,14.0,CAR,3
12502,Gunnar Helm,TEN,TE,2.7,5.7,4.2,,,,,,,,,3.0,3.0,27.0,,27.0,IND,3
7571,Rashod Bateman,BAL,WR,12.3,17.3,14.8,,,,,,,,,7.0,5.0,63.0,1.0,34.0,DET,3
5927,Terry McLaurin,WAS,WR,7.4,10.4,8.9,,,,,,,,,4.0,3.0,74.0,,35.0,LV,3
4950,Christian Kirk,HOU,WR,2.5,5.5,4.0,,,,,,,,,8.0,3.0,25.0,,42.0,JAX,3
4454,Kendrick Bourne,SF,WR,3.8,7.8,5.8,,,,,,,,,6.0,4.0,38.0,,47.0,ARI,3
12498,Mason Taylor,NYJ,TE,1.8,5.8,3.8,,,,,,,,,6.0,4.0,18.0,,51.0,TB,3
12481,Cam Skattebo,NYG,RB,18.1,24.1,21.1,,,,,,10.0,60.0,1.0,8.0,6.0,61.0,,39.0,KC,3
10218,Xavier Hutchinson,HOU,WR,1.6,4.6,3.1,,,,,,,,,3.0,3.0,16.0,,39.0,JAX,3
6154,David Sills,ATL,WR,0.9,1.9,1.4,,,,,,,,,2.0,1.0,9.0,,25.0,CAR,3
11623,Jordan Whittington,LAR,WR,1.4,3.4,2.4,,,,,,2.0,7.0,,3.0,2.0,7.0,,33.0,PHI,3
11603,AJ Barner,SEA,TE,2.3,3.3,2.8,,,,,,,,,1.0,1.0,23.0,,31.0,NO,3
9757,Kendre Miller,NO,RB,3.6,5.6,4.6,,,,,,7.0,27.0,,2.0,2.0,9.0,,20.0,SEA,3
7670,Joshua Palmer,BUF,WR,0.5,1.5,1.0,,,,,,,,,1.0,1.0,5.0,,26.0,MIA,3
7611,Rhamondre Stevenson,NE,RB,1.6,4.6,3.1,,,,,,4.0,18.0,,3.0,3.0,38.0,,27.0,PIT,3
12547,Kyle Williams,NE,WR,0.8,1.8,1.3,,,,,,,,,1.0,1.0,8.0,,9.0,PIT,3
8150,Kyren Williams,LAR,RB,17.2,19.2,18.2,,,,,,20.0,94.0,,3.0,2.0,18.0,1.0,50.0,PHI,3
8121,Romeo Doubs,GB,WR,2.5,4.5,3.5,,,,,,,,,2.0,2.0,25.0,,58.0,CLE,3
3161,Carson Wentz,MIN,QB,15.3,15.3,15.3,20.0,14.0,173.0,2.0,,2.0,4.0,,,,,,48.0,CIN,3
7600,Pat Freiermuth,PIT,TE,0.6,1.6,1.1,,,,,,,,,3.0,1.0,6.0,,38.0,NE,3
8527,Dareke Young,SEA,WR,1.2,2.2,1.7,,,,,,,,,1.0,1.0,12.0,,16.0,NO,3
8228,Jaylen Warren,PIT,RB,8.1,13.1,10.6,,,,,,18.0,47.0,,6.0,5.0,34.0,,43.0,NE,3
11562,Spencer Rattler,NO,QB,12.7,12.7,12.7,39.0,28.0,218.0,1.0,1.0,2.0,10.0,,,,,,70.0,SEA,3
