feature,coef
pass_att,0.03805119113066237
pass_cmp,-0.054837601950716804
pass_yd,0.04165551422703914
pass_td,4.072147399854903
pass_int,-1.2224554757130275
rush_att,-0.04707005587398341
rush_yd,0.10901400876906939
rush_td,5.998955101156222
off_snp,-0.005715265873384013
ease_factor,0.4797865499828805
